sku,product_state,state_source,evidence_first_month_units,evidence_last_month_units,evidence_max_monthly_increase
EUWOOD040,active,HEURISTIC_PROXY,0.0,18.0,18.0
FIANTI080,active,HEURISTIC_PROXY,92.0,117.0,38.0
FIANTI160,active,HEURISTIC_PROXY,56.0,48.0,15.0
FLLOFT160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
FLLOFT200,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
FLLOFTBE130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIADAMANTH080,active,HEURISTIC_PROXY,0.0,12.0,11.0
GIADAMANTH160,active,HEURISTIC_PROXY,0.0,10.0,7.0
GIADAMBE080,active,HEURISTIC_PROXY,0.0,16.0,12.0
GIADAMBE160,active,HEURISTIC_PROXY,0.0,8.0,9.0
GIADELAIDE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIAGESCR080,active,HEURISTIC_PROXY,5.0,2.0,5.0
GIAGESCR120R,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
GIAGESCR140,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
GIAGESCR160,phase_out,HEURISTIC_PROXY,5.0,1.0,2.0
GIAGESCR160R,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIAMISANTH080,active,HEURISTIC_PROXY,0.0,12.0,12.0
GIAMISANTH160,active,HEURISTIC_PROXY,0.0,9.0,9.0
GIAPEIRONCR060,phase_out,HEURISTIC_PROXY,3.0,0.0,1.0
GIAPEIRONCR080,phase_out,HEURISTIC_PROXY,9.0,0.0,1.0
GIAPEIRONCR100,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
GIAPEIRONCR120R,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
GIAPEIRONCR140,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
GIAPEIRONCR160,phase_out,HEURISTIC_PROXY,7.0,0.0,0.0
GIAPEIRONCR160R,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
GIAPEIRONLGR060,active,HEURISTIC_PROXY,5.0,3.0,7.0
GIAPEIRONLGR080,active,HEURISTIC_PROXY,6.0,0.0,3.0
GIAPEIRONLGR100,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIAPEIRONLGR120R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIAPEIRONLGR160,phase_out,HEURISTIC_PROXY,6.0,1.0,2.0
GIAPEIRONLGR160R,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
GIAPEIRONLGR200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIARRUBAANTH080,active,HEURISTIC_PROXY,0.0,11.0,12.0
GIARRUBAANTH160,active,HEURISTIC_PROXY,0.0,7.0,9.0
GIBAHIAANTH080,active,HEURISTIC_PROXY,0.0,10.0,11.0
GIBAHIAANTH160,active,HEURISTIC_PROXY,0.0,6.0,7.0
GIBAHIABL080,active,HEURISTIC_PROXY,0.0,10.0,9.0
GIBAHIABL160,active,HEURISTIC_PROXY,0.0,8.0,7.0
GIBAHIAGO080,active,HEURISTIC_PROXY,0.0,11.0,10.0
GIBAHIAGO160,active,HEURISTIC_PROXY,0.0,5.0,6.0
GIBEACONGR080,active,HEURISTIC_PROXY,15.0,17.0,4.0
GIBEACONGR160R,phase_out,HEURISTIC_PROXY,4.0,2.0,0.0
GIBEACONGR240,phase_out,HEURISTIC_PROXY,2.0,0.0,2.0
GIBEACONGRDBL080,active,HEURISTIC_PROXY,15.0,10.0,5.0
GIBEACONGRDBL200R,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIBEACONGRDBL240,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIBEACONLGRDBE080,active,HEURISTIC_PROXY,27.0,24.0,6.0
GIBEACONLGRDBE130,phase_out,HEURISTIC_PROXY,6.0,2.0,2.0
GIBEATRICE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIBIAGIORED200,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIBRANCOANTH080,active,HEURISTIC_PROXY,0.0,10.0,11.0
GIBRANCOANTH160,active,HEURISTIC_PROXY,0.0,8.0,6.0
GIBRANCOBE080,active,HEURISTIC_PROXY,0.0,17.0,17.0
GIBRANCOBE160,active,HEURISTIC_PROXY,0.0,9.0,8.0
GIBRANCOBL080,active,HEURISTIC_PROXY,0.0,12.0,12.0
GIBRANCOBL160,active,HEURISTIC_PROXY,0.0,7.0,7.0
GIBRENDAANTH080,active,HEURISTIC_PROXY,0.0,9.0,9.0
GIBRENDAANTH160,active,HEURISTIC_PROXY,0.0,5.0,6.0
GICAMILLACR200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICATERINABL080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GICATERINACR080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICONTE06CR200,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GICONTE06GREEN080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICONTE06GREEN200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICONTE06ROSE200,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GICONTE31CR080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICONTE31RED080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GICONTE31RED130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GICONTE31RED160,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GICONTE32MU160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICONTE32MU200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICYRILBL080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GICYRILGR080,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GICYRILGRI160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIDUNEBE080,phase_out,HEURISTIC_PROXY,7.0,0.0,0.0
GIDUNEBE130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIDUNEBE160,phase_out,HEURISTIC_PROXY,5.0,0.0,0.0
GIDUNEBL080,phase_out,HEURISTIC_PROXY,8.0,1.0,0.0
GIDUNEBL130,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIDUNEBL160,phase_out,HEURISTIC_PROXY,3.0,0.0,2.0
GIDUNEGR080,phase_out,HEURISTIC_PROXY,7.0,1.0,0.0
GIDUNEGR130,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIDUNEGR160,phase_out,HEURISTIC_PROXY,4.0,0.0,2.0
GIELEGANTGO080,active,HEURISTIC_PROXY,12.0,8.0,4.0
GIELEGANTGO130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIELEGANTGO240,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIELEGANTGR080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIELEGANTGR160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIFERT080,active,HEURISTIC_PROXY,5.0,1.0,3.0
GIFERT160,phase_out,HEURISTIC_PROXY,4.0,0.0,1.0
GIFERT200,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIFLYGR080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIFREDO080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIFREDO130,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GIFREDO160,phase_out,HEURISTIC_PROXY,6.0,2.0,0.0
GIFREDO200,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
GIFREDOANTH240,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIFREDOGR080T,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIFREDOGR130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIFREDOGR160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIGLORIA5985BL160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8085ANTH160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8485ANTH160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIGLORIA8485BL160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8485CR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8485CRBE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8485CRGR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8487ANTH160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8487CRBE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8487CRBL160,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIGLORIA8487CRTE160,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
GIGLORIA8488BL160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8888ABLCR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8888ADKBEWH160,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIGLORIA8888ADKBLCR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8888AEMCR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8888AGRCR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8888ALBECR160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8888ALBEWH160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8889ACREM160,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
GIGLORIA8889ACRLTE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8889ACRTE160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIGLORIA8889AGRCR160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8889AWHBE160,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIGLORIA8889BCRBE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8889BCRBL160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8889BCREM160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8889BCRTE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8889BGRCR160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8890ACRBL160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8890ACRGR160,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GIGLORIA8890ACRTE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGLORIA8890AWHBE160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8890BCRBE160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8890BCRTE160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIGLORIA8890BWHBE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIGORDONCR080,active,HEURISTIC_PROXY,9.0,11.0,3.0
GIHIGHLANDGR080,phase_out,HEURISTIC_PROXY,4.0,0.0,0.0
GIHIGHLANDTE080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIHIGHLANDTE160,active,HEURISTIC_PROXY,3.0,3.0,4.0
GIKELLY080,phase_out,HEURISTIC_PROXY,10.0,4.0,0.0
GIKELLY080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIKELLY160,phase_out,HEURISTIC_PROXY,5.0,2.0,0.0
GIKELLYBR080,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GIKELLYBR080T,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIKELLYBR160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIKENDIBL080,active,HEURISTIC_PROXY,0.0,10.0,11.0
GIKENDIBL160,active,HEURISTIC_PROXY,0.0,9.0,7.0
GIKENDIEM080,active,HEURISTIC_PROXY,0.0,15.0,12.0
GIKENDIEM160,active,HEURISTIC_PROXY,0.0,7.0,9.0
GILAUREEN060,active,HEURISTIC_PROXY,5.0,7.0,8.0
GILAUREEN080,active,HEURISTIC_PROXY,8.0,10.0,8.0
GILAUREEN080T,phase_out,HEURISTIC_PROXY,5.0,0.0,0.0
GILAUREEN200,phase_out,HEURISTIC_PROXY,4.0,1.0,1.0
GILEELOO060,active,HEURISTIC_PROXY,5.0,6.0,8.0
GILEELOO080,active,HEURISTIC_PROXY,10.0,12.0,5.0
GILIDYA060,active,HEURISTIC_PROXY,5.0,7.0,6.0
GILIDYA080,active,HEURISTIC_PROXY,6.0,11.0,4.0
GILIDYA160,active,HEURISTIC_PROXY,7.0,11.0,5.0
GILIDYA200,phase_out,HEURISTIC_PROXY,3.0,1.0,1.0
GIMADDYANTH080,active,HEURISTIC_PROXY,0.0,6.0,7.0
GIMADDYANTH160,active,HEURISTIC_PROXY,0.0,4.0,5.0
GIMADDYANTH200,active,HEURISTIC_PROXY,0.0,4.0,3.0
GIMADDYBE080,active,HEURISTIC_PROXY,0.0,9.0,9.0
GIMADDYBE160,active,HEURISTIC_PROXY,0.0,3.0,3.0
GIMADDYBE200,active,HEURISTIC_PROXY,0.0,6.0,6.0
GIMAIKO060,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIMAIKO080,phase_out,HEURISTIC_PROXY,5.0,2.0,0.0
GIMAIKO133,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIMAIKO160,phase_out,HEURISTIC_PROXY,5.0,0.0,0.0
GIMAIKO200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIMALENA060,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIMALENA080,phase_out,HEURISTIC_PROXY,4.0,2.0,2.0
GIMALENA133,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIMALENA160,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIMALENA200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIMELVIN080T,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIMETISGR080,phase_out,HEURISTIC_PROXY,6.0,2.0,2.0
GIMETISTE080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIMISKAGR060,active,HEURISTIC_PROXY,3.0,7.0,8.0
GIMISKAGR080,active,HEURISTIC_PROXY,8.0,11.0,6.0
GIMISKAGR080T,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIMISKAGR160,active,HEURISTIC_PROXY,6.0,8.0,5.0
GIMISKAGREEN060,active,HEURISTIC_PROXY,6.0,7.0,8.0
GIMISKAGREEN080,active,HEURISTIC_PROXY,16.0,12.0,5.0
GIMISKAGREEN080T,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
GIMISKAGREEN160,active,HEURISTIC_PROXY,3.0,10.0,7.0
GIMISKAGREEN200,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
GIMONTY060,phase_out,HEURISTIC_PROXY,9.0,1.0,0.0
GIMONTY080,phase_out,HEURISTIC_PROXY,11.0,2.0,1.0
GIMONTY080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIMONTY160,phase_out,HEURISTIC_PROXY,8.0,2.0,1.0
GIMONTY200,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
GIMOS160,active,HEURISTIC_PROXY,0.0,4.0,4.0
GINAZENINBL080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIOLIMPIA2235GREY140,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIOLINDAGR080,active,HEURISTIC_PROXY,0.0,12.0,11.0
GIOLINDAGR130,active,HEURISTIC_PROXY,0.0,3.0,3.0
GIOLINDAGR160,active,HEURISTIC_PROXY,0.0,5.0,5.0
GIOLINDAGR200,active,HEURISTIC_PROXY,0.0,5.0,5.0
GIOMBRACR080,active,HEURISTIC_PROXY,10.0,13.0,3.0
GIOMBRACR080T,phase_out,HEURISTIC_PROXY,5.0,2.0,0.0
GIOMBRACR160,active,HEURISTIC_PROXY,7.0,8.0,5.0
GIOMBRACR160R,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIOMBRADGR080,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIOMBRADGR130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIOMBRADGR160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIOMBRALBE080,active,HEURISTIC_PROXY,11.0,10.0,7.0
GIOMBRALBE130,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
GIOMBRALBE160R,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
GIOMBRALBL080,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIOMBRALBL080T,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIOMBRALBL130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIOMBRALBL160,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GIOMBRALGR080,active,HEURISTIC_PROXY,5.0,6.0,3.0
GIOPTICGR080,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
GIPOINTGR060,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIPOINTGR080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPOINTGR140,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPOINTLI060,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIPOINTLI080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPOINTMU080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPOINTMU140,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPOINTMU200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFY464120,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYANTH080R,phase_out,HEURISTIC_PROXY,4.0,2.0,0.0
GIPUFFYANTH120R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYANTH133,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIPUFFYDEGG080R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYDEGG120R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYDEGG160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYDEGG200,active,HEURISTIC_PROXY,0.0,0.0,3.0
GIPUFFYDKPW080R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYDKPW133,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIPUFFYGR080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIPUFFYGREEN160,phase_out,HEURISTIC_PROXY,4.0,2.0,0.0
GIPUFFYGREEN200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYLI133,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYRED080R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYRED120R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYRED133,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYRED160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYTE080,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GIPUFFYTE080R,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
GIPUFFYTE120R,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIPUFFYTE160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIPUFFYTQ080R,phase_out,HEURISTIC_PROXY,6.0,3.0,0.0
GIPUFFYTQ080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYYE050,phase_out,HEURISTIC_PROXY,6.0,2.0,2.0
GIPUFFYYE080,active,HEURISTIC_PROXY,6.0,2.0,6.0
GIPUFFYYE133,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIPUFFYYE160R,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GIRENONCR080,active,HEURISTIC_PROXY,12.0,5.0,4.0
GIRENONCR160,phase_out,HEURISTIC_PROXY,7.0,1.0,2.0
GIRENONCR200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIRENONGR080,phase_out,HEURISTIC_PROXY,9.0,0.0,1.0
GIRENONGR160,phase_out,HEURISTIC_PROXY,5.0,2.0,2.0
GIRENONGREY080,phase_out,HEURISTIC_PROXY,8.0,3.0,0.0
GIRENONGREY130,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIRENONGREY160,phase_out,HEURISTIC_PROXY,5.0,1.0,2.0
GIROPESBE080,phase_out,HEURISTIC_PROXY,6.0,1.0,1.0
GIROPESBE160,phase_out,HEURISTIC_PROXY,8.0,1.0,1.0
GIROPESBE200,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIROPESBL080,phase_out,HEURISTIC_PROXY,7.0,1.0,0.0
GIROPESBL130,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
GIROPESBL160,phase_out,HEURISTIC_PROXY,5.0,2.0,1.0
GIROPESGR080,active,HEURISTIC_PROXY,9.0,6.0,4.0
GIROPESGR200,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GISAOANTH080,active,HEURISTIC_PROXY,0.0,17.0,12.0
GISAOANTH160,active,HEURISTIC_PROXY,0.0,9.0,9.0
GISAOANTH200,active,HEURISTIC_PROXY,0.0,4.0,4.0
GISAOBL080,active,HEURISTIC_PROXY,0.0,10.0,11.0
GISAOBL160,active,HEURISTIC_PROXY,0.0,8.0,6.0
GISCODE080,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GISCODE160,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
GISENDA080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GISERTIP080,phase_out,HEURISTIC_PROXY,5.0,2.0,1.0
GISERTIP160,phase_out,HEURISTIC_PROXY,3.0,0.0,1.0
GISHADOWBR080,phase_out,HEURISTIC_PROXY,8.0,3.0,0.0
GISHADOWCIEL080T,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GISHADOWGO080T,active,HEURISTIC_PROXY,6.0,6.0,3.0
GISHADOWGO160,active,HEURISTIC_PROXY,13.0,18.0,3.0
GISHADOWGR080,active,HEURISTIC_PROXY,15.0,11.0,7.0
GISHADOWGR080T,active,HEURISTIC_PROXY,4.0,5.0,3.0
GISHADOWGR130,active,HEURISTIC_PROXY,6.0,7.0,3.0
GISHADOWGR160,active,HEURISTIC_PROXY,9.0,15.0,4.0
GISHADOWGR160R,active,HEURISTIC_PROXY,4.0,4.0,3.0
GISHADOWGR200,active,HEURISTIC_PROXY,6.0,4.0,3.0
GISHADOWGR240,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GISHADOWLGRANTH080,active,HEURISTIC_PROXY,17.0,15.0,6.0
GISHADOWLGRANTH080T,phase_out,HEURISTIC_PROXY,5.0,1.0,1.0
GISHADOWLGRANTH130,active,HEURISTIC_PROXY,6.0,9.0,3.0
GISHADOWLGRANTH200,active,HEURISTIC_PROXY,9.0,17.0,4.0
GISHADOWLGRANTH290,active,HEURISTIC_PROXY,0.0,1.0,4.0
GISHADOWLGRDBE080,active,HEURISTIC_PROXY,20.0,11.0,10.0
GISHADOWLGRDBE080T,active,HEURISTIC_PROXY,0.0,2.0,4.0
GISHADOWLGRDBE130,phase_out,HEURISTIC_PROXY,4.0,2.0,2.0
GISHADOWLGRDBE140145,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GISHADOWLGRDBE140200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GISHADOWLGRDBE160,active,HEURISTIC_PROXY,16.0,16.0,5.0
GISHADOWLGRDBE180240,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GISHADOWLGRDBE180250,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GISHADOWLGRDBE200,active,HEURISTIC_PROXY,11.0,19.0,5.0
GISHADOWLGRDBL080,active,HEURISTIC_PROXY,18.0,14.0,3.0
GISHADOWLGRDBL120R,phase_out,HEURISTIC_PROXY,6.0,3.0,1.0
GISHIBA080,phase_out,HEURISTIC_PROXY,9.0,0.0,0.0
GISHIBA133,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GISHIBA160,phase_out,HEURISTIC_PROXY,5.0,0.0,0.0
GISHIBA200,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GISINDY02WHANTH060,active,HEURISTIC_PROXY,0.0,9.0,10.0
GISINDY02WHANTH080,active,HEURISTIC_PROXY,0.0,11.0,10.0
GISINDY02WHANTH160,active,HEURISTIC_PROXY,0.0,8.0,7.0
GISINDY05BE060,active,HEURISTIC_PROXY,0.0,7.0,10.0
GISINDY05BE080,active,HEURISTIC_PROXY,0.0,8.0,9.0
GISINDY05BE160,active,HEURISTIC_PROXY,0.0,5.0,6.0
GISINDY09CR060,active,HEURISTIC_PROXY,0.0,7.0,10.0
GISINDY09CR080,active,HEURISTIC_PROXY,0.0,4.0,9.0
GISINDY09CR160,active,HEURISTIC_PROXY,0.0,6.0,7.0
GISINDY10CR060,active,HEURISTIC_PROXY,0.0,5.0,10.0
GISINDY10CR080,active,HEURISTIC_PROXY,0.0,6.0,9.0
GISINDY10CR160,active,HEURISTIC_PROXY,0.0,6.0,7.0
GISOFI080,active,HEURISTIC_PROXY,6.0,0.0,4.0
GISOFI133,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GISOFI160,phase_out,HEURISTIC_PROXY,7.0,2.0,2.0
GISOLO080,active,HEURISTIC_PROXY,7.0,2.0,8.0
GISOLO133,active,HEURISTIC_PROXY,2.0,0.0,3.0
GISOLO160,phase_out,HEURISTIC_PROXY,5.0,0.0,2.0
GISOLO200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GISPIRIT080,phase_out,HEURISTIC_PROXY,9.0,0.0,0.0
GISPIRIT133,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GISPIRIT160,phase_out,HEURISTIC_PROXY,3.0,0.0,2.0
GISPIRIT200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GISURRYBL080,active,HEURISTIC_PROXY,0.0,10.0,9.0
GISURRYBL200,active,HEURISTIC_PROXY,0.0,6.0,4.0
GISURRYCR080,active,HEURISTIC_PROXY,0.0,10.0,6.0
GISURRYCR200,active,HEURISTIC_PROXY,0.0,5.0,3.0
GITIFFANY4253CRRED130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIVERTENBE160,active,HEURISTIC_PROXY,3.0,1.0,3.0
GIVERTENBE200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIVERTENBL080,active,HEURISTIC_PROXY,4.0,2.0,4.0
GIVERTENBL160,phase_out,HEURISTIC_PROXY,3.0,1.0,2.0
GIVERTENBL200,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIVERTENGREY080,active,HEURISTIC_PROXY,5.0,1.0,4.0
GIVERTENGREY130,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIVERTENGREY160,phase_out,HEURISTIC_PROXY,4.0,1.0,1.0
GIVICTORIABL080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIVICTORIACR200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIVICTORIARED080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
