sku,product_state,state_source,evidence_first_month_units,evidence_last_month_units,evidence_max_monthly_increase
GIVICTORIARED160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GIVOLTOBE080,phase_out,HEURISTIC_PROXY,17.0,5.0,1.0
GIVOLTOBE130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIVOLTOBE160,active,HEURISTIC_PROXY,7.0,5.0,3.0
GIVOLTOCR080,phase_out,HEURISTIC_PROXY,10.0,1.0,0.0
GIVOLTOCR130,active,HEURISTIC_PROXY,1.0,2.0,3.0
GIVOLTOCR160,phase_out,HEURISTIC_PROXY,6.0,1.0,2.0
GIVOLTOCR200,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
GIVOLTOGO080,phase_out,HEURISTIC_PROXY,9.0,3.0,1.0
GIVOLTOGO130,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
GIVOLTOGO160,phase_out,HEURISTIC_PROXY,4.0,0.0,0.0
GIVOLTOGREY080,phase_out,HEURISTIC_PROXY,8.0,3.0,2.0
GIVOLTOGREY130,active,HEURISTIC_PROXY,1.0,3.0,4.0
GIVOLTOGREY160,phase_out,HEURISTIC_PROXY,5.0,2.0,2.0
GIYANAROSE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GIYUKOBE080,active,HEURISTIC_PROXY,0.0,8.0,9.0
GIYUKOBE160,active,HEURISTIC_PROXY,0.0,7.0,7.0
GIYUKOBE200,active,HEURISTIC_PROXY,0.0,4.0,3.0
GRVLOTUS B200290,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GRVMENA080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GRVMENA160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GUACHIMBL080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUACHIMBL240,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUACHIMMU080,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GUADENAANTH160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUADENABL160,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
GUADENAGR080,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GUADENAGR160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
GUADENALI080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GUADENALI120,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUADENALI160,phase_out,HEURISTIC_PROXY,4.0,0.0,0.0
GUADENAPI080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GUADENAPI160,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
GUAHAAN080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GUAURAGO200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUAURAGR080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUDERYA080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUDOLLIE200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUENZA130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUENZA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUERMIL080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUESLIVAGO080,active,HEURISTIC_PROXY,0.0,7.0,7.0
GUESLIVAGO160,active,HEURISTIC_PROXY,0.0,4.0,5.0
GUESLIVAGR080,active,HEURISTIC_PROXY,0.0,7.0,12.0
GUESLIVAGR160,active,HEURISTIC_PROXY,0.0,5.0,5.0
GUESLIVAWH080,active,HEURISTIC_PROXY,0.0,3.0,11.0
GUESLIVAWH160,active,HEURISTIC_PROXY,0.0,4.0,8.0
GUFANTON080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GUILEGYBR080,active,HEURISTIC_PROXY,0.0,11.0,11.0
GUILEGYBR160,active,HEURISTIC_PROXY,0.0,7.0,9.0
GUILEGYGR080,active,HEURISTIC_PROXY,0.0,11.0,11.0
GUILEGYGR160,active,HEURISTIC_PROXY,0.0,5.0,7.0
GULEDAXBL080,active,HEURISTIC_PROXY,0.0,8.0,10.0
GULEDAXBL160,active,HEURISTIC_PROXY,0.0,10.0,9.0
GULEDAXGO080,active,HEURISTIC_PROXY,0.0,11.0,8.0
GULEDAXGO160,active,HEURISTIC_PROXY,0.0,9.0,7.0
GULEDAXGR080,active,HEURISTIC_PROXY,0.0,8.0,10.0
GULEDAXGR160,active,HEURISTIC_PROXY,0.0,7.0,7.0
GUPOESIS080,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
GUPOESIS130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUPOLARIS080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
GURHEEA200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GURUSTTERBL080,active,HEURISTIC_PROXY,0.0,8.0,9.0
GURUSTTERBL160,active,HEURISTIC_PROXY,0.0,4.0,7.0
GURUSTTERBR080,active,HEURISTIC_PROXY,0.0,8.0,9.0
GURUSTTERBR160,active,HEURISTIC_PROXY,0.0,5.0,8.0
GURUSTTERGR080,active,HEURISTIC_PROXY,0.0,7.0,10.0
GURUSTTERGR160,active,HEURISTIC_PROXY,0.0,2.0,8.0
GUSIRIUS200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
GUSOZOBR160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HAAMARONREED045,phase_out,HEURISTIC_PROXY,13.0,1.0,0.0
HAAQUALUXETA050,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
HABASELBE,active,HEURISTIC_PROXY,39.0,18.0,4.0
HABASELGR,active,HEURISTIC_PROXY,20.0,27.0,22.0
HABASELIV,active,HEURISTIC_PROXY,5.0,15.0,21.0
HABERLINBE,active,HEURISTIC_PROXY,29.0,36.0,26.0
HABOLOGNABE025065,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HABRILJANTANTH060,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HABRILJANTANTH080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HABRILJANTANTH090,phase_out,HEURISTIC_PROXY,4.0,2.0,0.0
HABRILJANTBR080,phase_out,HEURISTIC_PROXY,3.0,0.0,1.0
HABRILJANTBR090,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
HACONCRETE45,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HAEVERTONBR60,active,HEURISTIC_PROXY,3.0,3.0,13.0
HAEVERTONBR80,active,HEURISTIC_PROXY,0.0,5.0,12.0
HAEVERTONGR60,active,HEURISTIC_PROXY,2.0,3.0,11.0
HAEVERTONGR80,active,HEURISTIC_PROXY,0.0,6.0,12.0
HAEVERTONRED60,active,HEURISTIC_PROXY,18.0,12.0,5.0
HAEVERTONRED80,active,HEURISTIC_PROXY,6.0,9.0,5.0
HAGALEAVES045,phase_out,HEURISTIC_PROXY,9.0,0.0,0.0
HAGAWELSTRAW045,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HAHOME45,active,HEURISTIC_PROXY,8.0,0.0,8.0
HAHOMESTONES045,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HAIRONMAT040,phase_out,HEURISTIC_PROXY,5.0,0.0,0.0
HAKERALAMETALLIC045,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HAMARBLE45,active,HEURISTIC_PROXY,6.0,0.0,5.0
HAOSLO,phase_out,HEURISTIC_PROXY,8.0,3.0,0.0
HAPORTALANTH135,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HAPORTALANTH40,active,HEURISTIC_PROXY,13.0,3.0,12.0
HAPORTALANTH60,active,HEURISTIC_PROXY,16.0,13.0,6.0
HAPORTALANTH90,active,HEURISTIC_PROXY,10.0,7.0,7.0
HAPORTALBR135,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
HAPORTALBR60,phase_out,HEURISTIC_PROXY,4.0,0.0,0.0
HAPORTALBR90,phase_out,HEURISTIC_PROXY,4.0,0.0,0.0
HAPORTALCLASS135,phase_out,HEURISTIC_PROXY,5.0,2.0,0.0
HAPORTALCLASS40,active,HEURISTIC_PROXY,15.0,2.0,5.0
HAPORTALCLASS60,active,HEURISTIC_PROXY,18.0,16.0,7.0
HAPORTALGR040,active,HEURISTIC_PROXY,0.0,3.0,16.0
HAPORTALGR060,active,HEURISTIC_PROXY,0.0,9.0,14.0
HAPORTALGR090,active,HEURISTIC_PROXY,0.0,13.0,6.0
HAPORTALNAT40,active,HEURISTIC_PROXY,14.0,0.0,3.0
HAPORTALNAT60,phase_out,HEURISTIC_PROXY,18.0,0.0,0.0
HAPORTALNAT90,active,HEURISTIC_PROXY,4.0,1.0,5.0
HAPORTALSA040,active,HEURISTIC_PROXY,0.0,10.0,16.0
HAPORTALSA060,active,HEURISTIC_PROXY,0.0,4.0,13.0
HAPORTALSA090,active,HEURISTIC_PROXY,0.0,6.0,6.0
HAPRESTIGECONCRET050,phase_out,HEURISTIC_PROXY,5.0,1.0,1.0
HAPRESTIGESMOKE050,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HARIVAANTH,active,HEURISTIC_PROXY,7.0,23.0,20.0
HASISAL025065,active,HEURISTIC_PROXY,8.0,25.0,22.0
HASISALBL,active,HEURISTIC_PROXY,0.0,19.0,22.0
HASISALNAT,active,HEURISTIC_PROXY,0.0,21.0,22.0
HAVIENNAANTH,active,HEURISTIC_PROXY,20.0,23.0,14.0
HAVIENNABR,active,HEURISTIC_PROXY,30.0,35.0,15.0
HAVIENNACR,active,HEURISTIC_PROXY,4.0,6.0,23.0
HAW30179103135190,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HAWOOD45,active,HEURISTIC_PROXY,12.0,0.0,6.0
HEDUNEBE090,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEDUNECA090,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
HEDUNECA200,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HEHAPPYPI200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEINARIBL050,active,HEURISTIC_PROXY,6.0,1.0,3.0
HEINARIBL080,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
HEINARIBL080T,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HEINARIBL140,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
HEINARIBL160R,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HEINARIBL200R,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
HEINARIWH050,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEINARIWH080,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
HEINARIWH080R,phase_out,HEURISTIC_PROXY,2.0,0.0,1.0
HEINARIWH140,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HEINARIYE080T,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEINARIYE200R,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HEKAVYABE045,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HEKAVYABE045PUF,phase_out,HEURISTIC_PROXY,6.0,1.0,0.0
HEKAVYABE160,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
HEKAVYABE200,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
HEKAVYABL045PUF,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
HEKAVYABL060,active,HEURISTIC_PROXY,2.0,4.0,4.0
HEKAVYABL080,active,HEURISTIC_PROXY,9.0,5.0,5.0
HEKAVYABL160,phase_out,HEURISTIC_PROXY,9.0,4.0,1.0
HEKAVYAGR060,phase_out,HEURISTIC_PROXY,9.0,1.0,2.0
HEKAVYAGR160,phase_out,HEURISTIC_PROXY,6.0,0.0,0.0
HEKAVYAPI060,active,HEURISTIC_PROXY,23.0,17.0,3.0
HEKAVYAPI080,phase_out,HEURISTIC_PROXY,17.0,8.0,2.0
HEKAVYAPI080300,phase_out,HEURISTIC_PROXY,5.0,2.0,0.0
HEKAVYARED045PUF,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEKAVYARED060,active,HEURISTIC_PROXY,3.0,1.0,4.0
HEKAVYARED080,phase_out,HEURISTIC_PROXY,7.0,2.0,0.0
HEKAVYARED080300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEKAVYARED130,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
HEKAVYARED160,phase_out,HEURISTIC_PROXY,7.0,2.0,2.0
HEMADANIGR045,phase_out,HEURISTIC_PROXY,6.0,0.0,1.0
HEMADANIGR060,active,HEURISTIC_PROXY,12.0,0.0,4.0
HEMADANIGR080,phase_out,HEURISTIC_PROXY,16.0,0.0,0.0
HEMADANIGR080300,phase_out,HEURISTIC_PROXY,4.0,0.0,0.0
HEMADANIGR130,phase_out,HEURISTIC_PROXY,6.0,2.0,2.0
HEMADANIGR160,phase_out,HEURISTIC_PROXY,12.0,2.0,2.0
HEMADANIGR160P,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEMADANIGR200,phase_out,HEURISTIC_PROXY,3.0,0.0,1.0
HEMADANIIV045,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEMADANIIV045PUF,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEMADANIIV160,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
HEMADANIIV200,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HEMADANITE060,phase_out,HEURISTIC_PROXY,9.0,0.0,0.0
HEMADANITE080,phase_out,HEURISTIC_PROXY,8.0,0.0,0.0
HEMADANITE080300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HEMADANITE130,phase_out,HEURISTIC_PROXY,4.0,0.0,1.0
HEMADANITE160,phase_out,HEURISTIC_PROXY,12.0,1.0,2.0
HEMOSSYDGR150,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HESAHARANAT120R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HESAHARANAT140,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HOKGOOUT040,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVARABESQUE120R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVBALOONS130,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HVCARIBBEAN060,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVCHAMPION080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVCHAMPION130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVCOLORFUL080,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
HVCOLORFUL100,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVDALIN080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HVEVAN160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVFAIRY100,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HVFAIRYTALE100,phase_out,HEURISTIC_PROXY,4.0,2.0,0.0
HVFANTASY130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HVFRIENDLY130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVFRIENDLY160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
HVFUNNYCARS160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVGRACIE080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVHANDPRINTS080,phase_out,HEURISTIC_PROXY,3.0,1.0,0.0
HVHAPPYOWLS160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HVLOVE100,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVMAGICBUTTERFL120,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVPAPILLONS060,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVPAPILLONS130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVPAPILLONS200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
HVPLAYING100,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
HVTREEGREEN100,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INALAYA01160,phase_out,HEURISTIC_PROXY,2.0,1.0,2.0
INALAYA02160,phase_out,HEURISTIC_PROXY,5.0,2.0,1.0
INALAYA02200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INALAYA03160,active,HEURISTIC_PROXY,5.0,5.0,4.0
INALAYA03200R,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
INALAYA04160,phase_out,HEURISTIC_PROXY,5.0,1.0,0.0
INALAYA05160,phase_out,HEURISTIC_PROXY,6.0,2.0,1.0
INALAYA06160,phase_out,HEURISTIC_PROXY,6.0,2.0,2.0
INALAYA06200R,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
INALBY20160,phase_out,HEURISTIC_PROXY,2.0,1.0,2.0
INALBY21200,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
INALBY22200,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
INALYXGO160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
INAMANABE160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INANAPASI130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INBAGGINS080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INCARNIA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INDIAMONDMULTI060,active,HEURISTIC_PROXY,0.0,2.0,7.0
INDIAMONDMULTI060T,active,HEURISTIC_PROXY,0.0,7.0,7.0
INDISKLE060,active,HEURISTIC_PROXY,0.0,6.0,6.0
INDISKLE060T,active,HEURISTIC_PROXY,0.0,9.0,7.0
INGANDA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INHALMA31160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
INHALMA31200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INHALMA32160,phase_out,HEURISTIC_PROXY,5.0,2.0,1.0
INHALMA33160,phase_out,HEURISTIC_PROXY,4.0,1.0,0.0
INHALMA33200,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
INHALMA33300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INHALMA34300,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
INHALMA35160,phase_out,HEURISTIC_PROXY,7.0,2.0,0.0
INHALMA35300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INHALMA36160,phase_out,HEURISTIC_PROXY,4.0,2.0,1.0
INHALMA36200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INHALMA37160,phase_out,HEURISTIC_PROXY,6.0,2.0,0.0
INHERRINGBONESN060,active,HEURISTIC_PROXY,0.0,5.0,7.0
INHERRINGBONESN060T,active,HEURISTIC_PROXY,0.0,6.0,7.0
INILKA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INIMARIAANTH160,phase_out,HEURISTIC_PROXY,4.0,2.0,1.0
INIMARIAANTH200,phase_out,HEURISTIC_PROXY,1.0,0.0,2.0
INIMARIAANTH250,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INIMARIADGR160,phase_out,HEURISTIC_PROXY,2.0,1.0,1.0
INIMARIASA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INIMARIASA200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INIMARIASA300,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
INMOORLANDTA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INPOLOSI070,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
INPOLOSI090,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
INPOLOSI130,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
INSTARDUST160,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
INSTRIPEBE060,active,HEURISTIC_PROXY,0.0,9.0,7.0
INSTRIPEBE060T,active,HEURISTIC_PROXY,0.0,11.0,7.0
INSTRIPEGO060,active,HEURISTIC_PROXY,0.0,13.0,7.0
INSTRIPEGO060T,active,HEURISTIC_PROXY,0.0,8.0,7.0
INSTRIPEGR060,active,HEURISTIC_PROXY,0.0,8.0,8.0
INSTRIPEGR060T,active,HEURISTIC_PROXY,0.0,10.0,7.0
INSTRIPESEAGR060,active,HEURISTIC_PROXY,0.0,7.0,7.0
INSTRIPESEAGR060T,active,HEURISTIC_PROXY,0.0,9.0,7.0
INSTRIPESI060,active,HEURISTIC_PROXY,0.0,10.0,7.0
INSTRIPESI060T,active,HEURISTIC_PROXY,0.0,8.0,7.0
INTHORIN160,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
INTIMEBL090,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
INTROPEZNA160,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
INUNIBE060,active,HEURISTIC_PROXY,0.0,9.0,8.0
INUNIBE060T,active,HEURISTIC_PROXY,0.0,12.0,8.0
INUNIGO060,active,HEURISTIC_PROXY,0.0,11.0,9.0
INUNIGO060T,active,HEURISTIC_PROXY,0.0,13.0,7.0
INUNINAT060,active,HEURISTIC_PROXY,0.0,9.0,9.0
INUNINAT060T,active,HEURISTIC_PROXY,0.0,6.0,7.0
INUNIPE060,active,HEURISTIC_PROXY,0.0,9.0,7.0
INUNIPE060T,active,HEURISTIC_PROXY,0.0,10.0,7.0
INUNISEAGR060,active,HEURISTIC_PROXY,0.0,9.0,10.0
INUNISEAGR060T,active,HEURISTIC_PROXY,0.0,11.0,7.0
INUNISKY060,active,HEURISTIC_PROXY,0.0,10.0,6.0
INUNISKY060T,active,HEURISTIC_PROXY,0.0,7.0,7.0
JAAFGHANMORIRE5002168244,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
JAAFGHANMORIRE5006168244,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAALBE130,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAASL15LIV244305,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAAURORAQNQ0394417,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAAURORAQNQ0679244,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAAURORAQNQ07203310,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAAURORAQNQ10250300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAAURORAQNQ39246300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAAURORAQRS03244312,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JABISCAYNESPS09250,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAIDRIS02AQ080,active,HEURISTIC_PROXY,0.0,7.0,7.0
JAIDRIS02AQ160,active,HEURISTIC_PROXY,0.0,6.0,6.0
JAIDRIS03COFCA080,active,HEURISTIC_PROXY,0.0,7.0,7.0
JAIDRIS03COFCA160,active,HEURISTIC_PROXY,0.0,6.0,6.0
JAIDRIS05WH080,active,HEURISTIC_PROXY,0.0,9.0,7.0
JAIDRIS05WH160,active,HEURISTIC_PROXY,0.0,4.0,5.0
JAIDRIS06AQUA080,active,HEURISTIC_PROXY,0.0,7.0,7.0
JAIDRIS06AQUA160,active,HEURISTIC_PROXY,0.0,6.0,6.0
JAIDRIS14WHSEA080,active,HEURISTIC_PROXY,0.0,7.0,7.0
JAIDRIS14WHSEA160,active,HEURISTIC_PROXY,0.0,5.0,5.0
JAIDRIS431WH080,active,HEURISTIC_PROXY,0.0,7.0,7.0
JAIDRIS431WH160,active,HEURISTIC_PROXY,0.0,5.0,5.0
JAKASHMIRASL16203300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAKASHMIRASL18244305,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAKAVIESK404089152,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAQNQ50090295,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JASOHOAS080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JASRB709WHBL241300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JASRB727AQWH165244,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JATIBETANAIWL1015122152,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAWARNIQNQ03246307,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAWARNIQNQ10240300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
JAWARNIQNQ10250300,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
KABUZZ080,phase_out,HEURISTIC_PROXY,11.0,0.0,0.0
KABUZZ160,phase_out,HEURISTIC_PROXY,5.0,1.0,0.0
KABUZZ200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
KASHIN080,phase_out,HEURISTIC_PROXY,11.0,1.0,2.0
KASHIN200,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
KAYODA080,phase_out,HEURISTIC_PROXY,15.0,2.0,1.0
KAYODA160,phase_out,HEURISTIC_PROXY,10.0,2.0,0.0
KAYODA200,phase_out,HEURISTIC_PROXY,1.0,0.0,1.0
KAZIGGI080,phase_out,HEURISTIC_PROXY,10.0,2.0,0.0
KAZIGGI130,phase_out,HEURISTIC_PROXY,3.0,0.0,0.0
KAZIGGI160,phase_out,HEURISTIC_PROXY,8.0,2.0,1.0
KAZIGGI200,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
KUELROY432MU080,active,HEURISTIC_PROXY,0.0,6.0,7.0
KUELROY432MU160,active,HEURISTIC_PROXY,0.0,6.0,6.0
KUELROY492DKBL080,active,HEURISTIC_PROXY,0.0,7.0,7.0
KUELROY492DKBL160,active,HEURISTIC_PROXY,0.0,6.0,6.0
KUELROY501DKGR080,active,HEURISTIC_PROXY,0.0,7.0,7.0
KUELROY501DKGR160,active,HEURISTIC_PROXY,0.0,6.0,6.0
KUELROY504GR080,active,HEURISTIC_PROXY,0.0,7.0,7.0
KUELROY504GR160,active,HEURISTIC_PROXY,0.0,6.0,6.0
KUELROY522OR080,active,HEURISTIC_PROXY,0.0,7.0,7.0
KUELROY522OR160,active,HEURISTIC_PROXY,0.0,5.0,5.0
KUMILLER1217BE080,active,HEURISTIC_PROXY,0.0,7.0,7.0
KUMILLER1217BE160,active,HEURISTIC_PROXY,0.0,5.0,5.0
KUMILLER1650BL080,active,HEURISTIC_PROXY,0.0,7.0,7.0
KUMILLER1650BL160,active,HEURISTIC_PROXY,0.0,7.0,5.0
KUMILLER1807CA160,active,HEURISTIC_PROXY,0.0,3.0,3.0
LAGLAMOUR60PUF,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
LAGLAMOURIVORY160230,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
LAHOBBS080,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
LAMOBLUE050,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
LAMOLA080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
LAMOLA080230,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
LAMONO050,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
LAMONO200,phase_out,HEURISTIC_PROXY,2.0,1.0,0.0
LAMOPI050,phase_out,HEURISTIC_PROXY,2.0,0.0,0.0
LAMOPI080,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
LAMOPI140,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
LAMOSI140,phase_out,HEURISTIC_PROXY,4.0,1.0,1.0
LAMOSI200R,phase_out,HEURISTIC_PROXY,1.0,0.0,0.0
